workload,baseline_ns,candidate_ns,native_delta_percent,native_uncertainty_ns,native_failed,baseline_instructions,candidate_instructions,instructions_delta_percent,instructions_failed
automatic/nested_local_anti,3149000.0,3694000.0,17.307081613210542,122000.0,True,38642534,48691361,26.004575683364862,True
automatic/nested_local_depth_2,3077000.0,3672000.0,19.337016574585636,293000.0,True,38492470,48673786,26.450149860479204,True
automatic/nested_local_depth_4,12720000.0,7138000.0,-43.88364779874214,800000.0,False,161202823,94323415,-41.487739951055325,False
disabled/nested_local_anti,3108000.0,3104000.0,-0.1287001287001287,218000.0,False,38642502,38646398,0.010082162899286387,True
disabled/nested_local_depth_2,3115000.0,3125000.0,0.32102728731942215,176000.0,False,38492438,38495310,0.007461205756829433,True
disabled/nested_local_depth_4,12740000.0,12930000.0,1.4913657770800628,750000.0,False,161202823,161210959,0.005047058015851248,True
forced/nested_local_anti,3092000.0,3652000.0,18.111254851228978,717000.0,False,38642502,48688141,25.996347234451846,True
forced/nested_local_depth_2,3105000.0,3626000.0,16.77938808373591,227000.0,True,38492438,48669790,26.439873722729644,True
forced/nested_local_depth_4,12850000.0,7285000.0,-43.30739299610895,1610000.0,False,161202823,94329063,-41.48423629032849,False
