workload,baseline_ns,candidate_ns,native_delta_percent,native_uncertainty_ns,native_failed,baseline_instructions,candidate_instructions,instructions_delta_percent,instructions_failed
forced/derived_limit,18960000.0,6561000.0,-65.39556962025317,170000.0,False,232603874,87348210,-62.44765467663707,False
forced/exists_distinct_16,6309000.0,6367000.0,0.9193216040576954,342000.0,False,86447675,86470307,0.02617999847884862,True
forced/exists_distinct_256,5609000.0,5677000.0,1.212337315029417,178000.0,False,78376529,78392894,0.020879975432441005,True
forced/exists_high_selectivity,6246000.0,6348000.0,1.633045148895293,319000.0,False,86014171,86036308,0.025736456845000574,True
forced/exists_indexed,5965000.0,6003000.0,0.6370494551550713,335000.0,False,81830936,81847856,0.02067677681213374,True
forced/exists_low_selectivity,5554000.0,5620000.0,1.1883327331652862,651000.0,False,77551678,77568963,0.022288363637986013,True
forced/exists_nulls,5795000.0,5889000.0,1.622088006902502,268000.0,False,80368740,80387412,0.023232913692562557,True
forced/exists_outer_16,5362000.0,5448000.0,1.6038791495710556,167000.0,False,75299212,75308779,0.01270531224151456,True
forced/exists_outer_256,5900000.0,5988000.0,1.4915254237288136,358000.0,False,81827952,81847887,0.024362090841525644,True
forced/exists_outer_1024,7743000.0,7889000.0,1.8855740668991348,633999.9999999991,False,103683157,103736501,0.051449050688146,True
forced/exists_skewed,6392000.0,6418000.0,0.4067584480600751,389000.0,False,87079614,87134598,0.06314221833826686,True
forced/inequality,18660000.0,6014000.0,-67.7706323687031,330000.0,False,228087208,82893606,-63.65705612039409,False
forced/inequality_indexed,18620000.0,6079000.0,-67.35230934479054,390000.0,False,228087320,82896466,-63.65582006049262,False
forced/joined_input_anti,24920000.0,12550000.0,-49.63884430176565,1380000.0,False,312589011,170942594,-45.313946433004965,False
forced/joined_input_equality,24790000.0,13130000.0,-47.035094796288824,540000.0,False,309993875,176207832,-43.15764077596695,False
forced/joined_input_inequality,25380000.0,13120000.0,-48.305752561071714,2320000.0,False,316043802,175883829,-44.34827454708319,False
forced/nested_depth_2,28680000.0,28910000.0,0.8019525801952581,620000.0,False,348707682,348715626,0.0022781258945709145,True
forced/nested_depth_4,29210000.0,29450000.0,0.8216364258815474,9860000.0,False,354457964,354468724,0.0030356208895901686,True
forced/nested_local_anti,3153000.0,3908000.0,23.94544877894069,156000.0,True,38642502,48689198,25.99908256458135,True
forced/nested_local_depth_2,3112000.0,3766000.0,21.015424164524422,202000.0,True,38492326,48670854,26.44300580848245,True
forced/nested_local_depth_4,13130000.0,7359000.0,-43.95277989337395,1140000.0,False,161202823,94330678,-41.483234446831,False
forced/scalar_count_indexed_small,2770000.0,2713000.0,-2.0577617328519855,397000.0,False,33733325,33835584,0.30313940294945724,True
forced/scalar_first_ordered,50010000.0,49950000.0,-0.11997600479904019,710000.0,False,615730398,616003646,0.04437786422232154,True
forced/scalar_sum_equality,33820000.0,34180000.0,1.0644589000591367,900000.0,False,415497990,415559421,0.014784909067791159,True
forced/scalar_sum_inequality,37270000.0,37220000.0,-0.13415615776764153,1480000.0,False,457237976,457383544,0.03183637572571181,True
