workload,baseline_ns,candidate_ns,native_delta_percent,native_uncertainty_ns,native_failed,baseline_instructions,candidate_instructions,instructions_delta_percent,instructions_failed
corpus_tpcds/63,1526000.0,1470000.0,-3.669724770642202,336000.0,False,19047503,19043616,-0.020406874328881847,False
corpus_tpcds/64,7341000.0,7467000.0,1.7163874131589703,1239000.0,False,108907129,108903620,-0.003222011297350424,False
corpus_tpcds/65,818400.0,807300.0,-1.3563049853372433,170800.0,False,9677186,9673976,-0.03317079985855392,False
corpus_tpcds/66,4623000.0,4646000.0,0.4975124378109453,789000.0,False,65366923,65364195,-0.004173364562379661,False
corpus_tpcds/68,1970000.0,1979000.0,0.45685279187817257,562000.0,False,24280619,24278225,-0.009859715685172606,False
corpus_tpcds/69,1040999.9999999999,1016000.0,-2.4015369836695375,255900.0,False,13012983,13033537,0.15794994890871678,True
corpus_tpcds/71,833900.0,809900.0,-2.878042930807051,276300.0,False,9838815,9836022,-0.028387564965902907,False
corpus_tpcds/72,28780000.0,28330000.0,-1.5635858234885338,4950000.0,False,383291000,383290047,-0.00024863615373175996,True
corpus_tpcds/73,1077000.0,1052000.0,-2.3212627669452184,168000.0,False,12537950,12535664,-0.018232645687692166,True
corpus_tpcds/74,2849000.0,2687000.0,-5.686205686205686,577000.0,False,33883344,33875575,-0.022928669614191564,False
corpus_tpcds/75,2544000.0,2514000.0,-1.179245283018868,398000.0,False,32673289,32666971,-0.019336896264101237,False
corpus_tpcds/76,906900.0,890000.0,-1.8634910133421545,164400.0,False,11181181,11178550,-0.023530609154793217,False
corpus_tpcds/78,1226000.0,1236000.0,0.8156606851549756,118000.0,False,15970997,15967774,-0.02018033063308446,False
corpus_tpcds/79,1036999.9999999999,992000.0,-4.3394406943105,303100.0,False,11824328,11822040,-0.019349936842076775,False
corpus_tpcds/81,1491000.0,1459000.0,-2.1462105969148224,554000.0,False,17806961,17833025,0.14636972586170094,True
corpus_tpcds/82,587800.0,607600.0,3.368492684586594,73800.0,False,7244159,7242341,-0.02509608085631472,False
corpus_tpcds/83,1666000.0,1639000.0,-1.6206482593037215,424000.0,False,20603988,20596556,-0.03607068689808983,False
corpus_tpcds/84,1338000.0,1329000.0,-0.672645739910314,226000.0,False,16704625,16702573,-0.012284023137304789,False
corpus_tpcds/85,70860000.0,68580000.0,-3.2176121930567314,13820000.0,False,887714954,887741091,0.002944300969835865,True
corpus_tpcds/88,16880000.0,17170000.0,1.7180094786729858,4269999.999999998,False,220253846,220252730,-0.000506688087526063,True
corpus_tpcds/89,1365000.0,1342000.0,-1.684981684981685,305000.0,False,17090002,17089048,-0.005582211166505422,False
corpus_tpcds/90,1090000.0,1056000.0,-3.1192660550458715,184000.0,False,12997364,12994500,-0.022035237298886144,False
corpus_tpcds/91,8966000.0,8896000.0,-0.7807271916127593,1887000.0,False,112203466,112207793,0.003856387110180714,True
corpus_tpcds/92,873300.0,867700.0,-0.6412458490782091,94000.0,False,10236913,10247509,0.10350776645264055,True
corpus_tpcds/93,378700.0,370200.0,-2.244520728809084,65000.0,False,4341413,4339193,-0.05113542526361809,False
corpus_tpcds/94,1066000.0,1064000.0,-0.18761726078799248,311000.0000000001,False,12994252,13006289,0.09263326584708377,True
corpus_tpcds/95,966600.0,946200.0,-2.1104903786468032,172000.0,False,11542771,11543156,0.00333542093142106,True
corpus_tpcds/96,444300.0,434200.0,-2.2732388026108485,111400.0,False,5243895,5241965,-0.03680470337411409,False
corpus_tpcds/98,465300.0,470900.0,1.2035246077799269,80300.0,False,5753410,5751117,-0.03985462534392647,False
corpus_tpcds/99,1288000.0,1300000.0,0.9316770186335404,301000.0,False,16437072,16434359,-0.01650537273305124,False
corpus_tpch/1,184000.0,187100.0,1.684782608695652,70900.0,False,2300978,2299440,-0.06684114320084764,False
corpus_tpch/2,1325000.0,1371000.0,3.4716981132075473,370000.0,False,15925728,16086718,1.0108800049831317,True
corpus_tpch/3,295500.0,308600.0,4.4331641285956005,71200.0,False,3468960,3467202,-0.05067801300678013,False
corpus_tpch/4,240000.0,243500.0,1.4583333333333333,60400.0,False,2609860,2615785,0.22702367176783428,True
corpus_tpch/5,1506000.0,1559000.0,3.5192563081009296,263000.0,False,18682812,18681046,-0.009452538515080064,False
corpus_tpch/6,105800.0,115700.0,9.357277882797732,26940.0,False,1217547,1216170,-0.113096250083159,False
corpus_tpch/7,2745000.0,2774000.0,1.0564663023679417,470000.0,False,32845040,32842680,-0.007185255368847169,False
corpus_tpch/8,2159000.0,2104000.0,-2.5474756831866605,412000.0,False,27544921,27542517,-0.008727561788977357,False
corpus_tpch/9,1661000.0,1688000.0,1.625526791089705,365000.0,False,20246549,20244175,-0.011725455039276076,False
corpus_tpch/10,435400.0,451900.0,3.78961874138723,144300.0,False,5429696,5427759,-0.035674188757528966,False
corpus_tpch/11,422400.0,413600.0,-2.0833333333333335,87400.0,False,4832319,4832691,0.007698167277450019,True
corpus_tpch/12,251200.0,246100.0,-2.0302547770700636,83300.0,False,2972166,2970454,-0.057601089575750476,False
corpus_tpch/13,192200.0,184200.0,-4.1623309053069715,30500.0,False,1917924,1915677,-0.11715792700857802,False
corpus_tpch/14,163800.0,167300.0,2.1367521367521367,42300.0,False,1886626,1885032,-0.08448945365960185,False
corpus_tpch/16,258600.00000000003,257399.99999999997,-0.46403712296986005,45100.0,False,2895844,2895942,0.003384160196474672,True
corpus_tpch/17,421200.0,400500.0,-4.914529914529915,75400.0,False,4437124,4445995,0.19992679943134337,True
corpus_tpch/18,310800.0,316600.0,1.8661518661518661,82100.0,False,3555762,3555965,0.005709043518660698,True
corpus_tpch/19,479300.0,460600.0,-3.9015230544544126,108900.0,False,6123439,6121314,-0.03470272178754455,False
corpus_tpch/20,436200.0,435100.0,-0.2521779000458505,127100.0,False,4879601,4898212,0.3814041352971278,True
corpus_tpch/21,585600.0,593200.0,1.2978142076502732,81800.0,False,6880992,6892977,0.1741754677232585,True
corpus_tpch/22,350300.0,356200.0,1.6842706251784185,55500.0,False,3973155,4087652,2.8817652470140227,True
cte_chained,356800.0,350800.0,-1.6816143497757847,82000.0,False,3846476,3843726,-0.07149401166158323,False
cte_join,188200.0,183500.0,-2.4973432518597236,62300.0,False,1912831,1910709,-0.11093504862687817,False
ddl_create_index,21470.0,21450.0,-0.09315323707498836,6760.0,False,271317,271326,0.0033171529981534517,True
ddl_create_table,55090.0,52570.0,-4.5743329097839895,12440.0,False,717834,718354,0.07244014632909558,True
delete_range,60890.0,65980.0,8.359336508457876,11100.0,False,664189,662723,-0.2207203070210437,False
insert_multirow_params/10,105800.0,106100.0,0.2835538752362949,94380.0,False,1359773,1358181,-0.11707836528597053,False
insert_multirow_params/100,649200.0,632700.0,-2.5415896487985212,112000.0,False,9223106,9214107,-0.09757016779379962,False
insert_select,149700.0,150700.0,0.6680026720106881,27400.0,False,1633291,1631582,-0.10463536503905305,False
insert_single_row_params,39880.0,39010.0,-2.181544633901705,7840.0,False,476548,476562,0.0029377943040365295,True
insert_upsert_on_conflict,61520.0,60900.0,-1.0078023407022108,15260.0,False,741720,741730,0.0013482176562584264,True
join_chain/2,101500.0,96340.0,-5.083743842364532,14190.0,False,1023529,1021829,-0.1660920208416176,False
join_chain/4,181500.0,177800.0,-2.038567493112948,34000.0,False,2087425,2085600,-0.08742829083679653,False
join_chain/8,652600.0,648100.0,-0.6895494943303708,208300.0,False,8697314,8695369,-0.022363226163847828,False
join_four_way_mixed,267600.0,263800.0,-1.4200298953662183,57600.0,False,3043925,3042118,-0.0593641433346748,False
join_two_way_indexed,115400.0,121100.0,4.9393414211438476,24900.0,False,1283758,1282047,-0.13328057157190062,False
select_complex_predicates,190600.0,190600.0,0.0,64500.0,False,2193392,2192147,-0.05676139969508415,False
select_expression_depth/4,61720.0,62400.0,1.101749837977965,15730.0,False,627680,626029,-0.26303211827682893,False
select_expression_depth/16,125800.0,137900.0,9.618441971383147,21200.0,False,1397498,1395846,-0.118211260409675,True
select_expression_depth/32,259700.0,272400.0,4.890257989988449,50400.0,False,2745897,2745959,0.0022579142626252915,True
select_in_list/10,67380.0,61830.0,-8.236865538735529,21840.0,False,685886,684234,-0.2408563522217978,False
select_in_list/100,187800.0,183300.0,-2.3961661341853033,32300.0,False,2780517,2778975,-0.05545731243506154,False
select_in_list/1000,1371000.0,1379000.0,0.5835156819839533,287000.0,False,23898894,23901719,0.011820630695294937,True
select_index_range_order_limit,65459.99999999999,65390.0,-0.10693553315000418,23350.0,False,656987,655343,-0.25023326184536376,False
select_point_lookup_pk,51410.0,52140.0,1.419957206769111,183780.0,False,519615,517965,-0.3175427961086574,False
select_star_wide_table/8,53940.0,46850.0,-13.144234334445681,42810.0,False,492913,491267,-0.3339331687336305,False
select_star_wide_table/32,81490.0,71920.0,-11.743772241992882,34750.0,False,838703,836761,-0.23154799732444023,False
select_star_wide_table/128,159500.0,158300.0,-0.7523510971786834,27800.0,False,2216534,2215307,-0.05535669653612352,False
subquery_exists_correlated,192300.0,204000.0,6.084243369734789,60700.0,False,1951308,2136240,9.47733520284855,True
subquery_from_derived_table,123900.0,116200.0,-6.214689265536723,37800.0,False,1262954,1261152,-0.14268136448358373,True
subquery_in_select,102100.0,99870.0,-2.184133202742409,32720.0,False,1028579,1028681,0.009916593669518822,False
subquery_scalar_correlated,208200.0,208100.0,-0.04803073967339097,64200.0,False,2099491,2126361,1.2798340169117182,True
subquery_two_correlated_wide_join/3,698300.0,700900.0,0.37233280824860376,108800.0,False,7858133,7922587,0.8202202736960548,True
subquery_two_correlated_wide_join/5,2980000.0,3014000.0,1.1409395973154361,495000.0,False,35413720,35521538,0.3044526245760118,True
subquery_two_correlated_wide_join/7,11850000.0,11700000.0,-1.2658227848101267,1730000.0,False,146668425,146816604,0.10102992515260187,True
update_indexed_filter,114400.0,112200.0,-1.9230769230769231,39900.0,False,1150001,1147749,-0.19582591667311594,False
